cls,threshold,specificity,recall_subpatch,recall_all,n_subpatch,n_positive,youden_threshold
IRF,0.468,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.47000000000000003,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.47200000000000003,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.47400000000000003,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.47600000000000003,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.47800000000000004,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.48000000000000004,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.482,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.484,0.937888198757764,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.486,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.488,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.49,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.492,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.494,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.496,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.498,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.5,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.502,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.504,0.9409937888198758,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.506,0.9440993788819876,0.4936708860759494,0.6440677966101694,79,118,0.16
IRF,0.508,0.9440993788819876,0.4810126582278481,0.635593220338983,79,118,0.16
IRF,0.51,0.9440993788819876,0.4810126582278481,0.635593220338983,79,118,0.16
IRF,0.512,0.9440993788819876,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.514,0.9440993788819876,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.516,0.9440993788819876,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.518,0.9440993788819876,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.52,0.9440993788819876,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.522,0.9472049689440993,0.45569620253164556,0.6186440677966102,79,118,0.16
IRF,0.524,0.9472049689440993,0.45569620253164556,0.6186440677966102,79,118,0.16
